VesselID,Date,Terminal,ShippingLine,VesselType,Route,ArrivalHour,TurnaroundHrs,DepartureHour,TEUCapacity,TEULoaded,UtilisationRate
V14834,2024-05-31,Pasir Panjang T1-2,HMM,Bulk Carrier,Singapore–India,6,37.2,19,14500,10354,0.714
V14835,2024-05-31,Pasir Panjang T3-4,ONE,Container,Singapore–Japan,6,36.4,18,20000,11604,0.58
V14836,2024-05-31,Keppel,HMM,Bulk Carrier,Singapore–Japan,13,32.9,21,20000,15253,0.763
V14837,2024-05-31,Pasir Panjang T3-4,COSCO,Tanker,Singapore–China,2,12.2,14,12000,10623,0.885
V14838,2024-06-01,Tanjong Pagar,HMM,Container,Singapore–US East,21,28.3,1,24000,21156,0.882
V14839,2024-06-01,Tuas,Yang Ming,Bulk Carrier,Singapore–China,5,13.3,18,14500,22040,1.0
V14840,2024-06-01,Keppel,CMA CGM,Container,Singapore–US West,19,14.5,9,8000,6876,0.86
V14841,2024-06-01,Tanjong Pagar,MSC,Container,Singapore–China,7,14.6,21,12000,10009,0.834
V14842,2024-06-01,Keppel,Yang Ming,Container,Singapore–Europe,9,12.1,21,12000,18121,1.0
V14843,2024-06-01,Keppel,COSCO,Bulk Carrier,Singapore–US West,7,32.0,15,12000,7101,0.592
V14844,2024-06-01,Brani,Evergreen,Bulk Carrier,Singapore–SE Asia,11,27.6,14,12000,6052,0.504
V14845,2024-06-01,Pasir Panjang T1-2,COSCO,Container,Singapore–Middle East,9,27.1,12,20000,19049,0.952
V14846,2024-06-01,Tuas,Maersk,Container,Singapore–Middle East,2,24.3,2,8000,13386,1.0
V14847,2024-06-01,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–SE Asia,14,35.9,1,24000,12678,0.528
V14848,2024-06-01,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–India,4,34.8,14,12000,17082,1.0
V14849,2024-06-01,Brani,CMA CGM,Bulk Carrier,Singapore–Korea,0,21.1,21,20000,22813,1.0
V14850,2024-06-01,Pasir Panjang T3-4,Yang Ming,Container,Singapore–Korea,2,32.6,10,24000,11491,0.479
V14851,2024-06-01,Keppel,HMM,Tanker,Singapore–US West,16,21.9,13,12000,19060,1.0
V14852,2024-06-01,Tuas,HMM,Container,Singapore–US West,7,13.5,20,14500,11220,0.774
V14853,2024-06-01,Keppel,MSC,RORO,Singapore–US East,12,23.9,11,24000,7599,0.317
V14854,2024-06-01,Pasir Panjang T1-2,PIL,RORO,Singapore–SE Asia,10,37.5,23,14500,6021,0.415
V14855,2024-06-01,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–Middle East,16,21.2,13,24000,16384,0.683
V14856,2024-06-02,Pasir Panjang T1-2,MSC,Container,Singapore–US East,13,14.0,3,20000,10895,0.545
V14857,2024-06-02,Pasir Panjang T3-4,MSC,Container,Singapore–India,14,29.2,19,8000,6557,0.82
V14858,2024-06-02,Pasir Panjang T3-4,ONE,Container,Singapore–SE Asia,5,24.5,5,14500,13923,0.96
V14859,2024-06-02,Tuas,CMA CGM,RORO,Singapore–Europe,15,17.1,8,14500,19509,1.0
V14860,2024-06-02,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–China,20,28.6,0,12000,10169,0.847
V14861,2024-06-02,Pasir Panjang T1-2,Hapag-Lloyd,Tanker,Singapore–SE Asia,21,25.7,22,8000,20697,1.0
V14862,2024-06-02,Brani,COSCO,Bulk Carrier,Singapore–SE Asia,0,34.7,10,14500,18941,1.0
V14863,2024-06-02,Pasir Panjang T1-2,Maersk,Tanker,Singapore–Korea,2,18.7,20,12000,13312,1.0
V14864,2024-06-02,Tanjong Pagar,COSCO,RORO,Singapore–Korea,20,32.8,4,24000,12669,0.528
V14865,2024-06-02,Tanjong Pagar,COSCO,Container,Singapore–India,23,35.6,10,24000,5763,0.24
V14866,2024-06-02,Tanjong Pagar,Yang Ming,Container,Singapore–India,0,31.5,7,24000,6539,0.272
V14867,2024-06-02,Tanjong Pagar,COSCO,Tanker,Singapore–Korea,0,29.9,5,20000,6924,0.346
V14868,2024-06-02,Tanjong Pagar,Hapag-Lloyd,Container,Singapore–India,6,26.1,8,24000,12710,0.53
V14869,2024-06-02,Brani,CMA CGM,Tanker,Singapore–China,16,16.7,8,14500,16233,1.0
V14870,2024-06-02,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–US West,15,35.0,2,14500,12747,0.879
V14871,2024-06-02,Pasir Panjang T3-4,Evergreen,Container,Singapore–US East,11,30.6,17,20000,5632,0.282
V14872,2024-06-02,Pasir Panjang T3-4,Yang Ming,Bulk Carrier,Singapore–Middle East,0,37.5,13,12000,10701,0.892
V14873,2024-06-02,Pasir Panjang T3-4,Maersk,Tanker,Singapore–US West,23,21.4,20,8000,11219,1.0
V14874,2024-06-02,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–Europe,4,35.8,15,20000,10978,0.549
V14875,2024-06-03,Keppel,ONE,Container,Singapore–Korea,13,25.2,14,14500,23000,1.0
V14876,2024-06-03,Pasir Panjang T3-4,Maersk,Tanker,Singapore–US East,22,37.4,11,12000,7667,0.639
V14877,2024-06-03,Brani,Hapag-Lloyd,General Cargo,Singapore–India,5,18.4,23,12000,6929,0.577
V14878,2024-06-03,Pasir Panjang T1-2,Yang Ming,Container,Singapore–SE Asia,12,13.9,1,12000,17171,1.0
V14879,2024-06-03,Pasir Panjang T1-2,Evergreen,Container,Singapore–Middle East,18,23.8,17,12000,8259,0.688
V14880,2024-06-03,Pasir Panjang T1-2,PIL,Container,Singapore–China,7,24.8,7,12000,18136,1.0
V14881,2024-06-03,Brani,Maersk,RORO,Singapore–China,6,18.1,0,14500,8322,0.574
V14882,2024-06-03,Tanjong Pagar,PIL,Container,Singapore–SE Asia,17,32.3,1,12000,10788,0.899
V14883,2024-06-03,Pasir Panjang T1-2,ONE,Tanker,Singapore–China,22,21.7,19,20000,12916,0.646
V14884,2024-06-03,Keppel,COSCO,Container,Singapore–Korea,23,21.4,20,12000,12693,1.0
V14885,2024-06-03,Pasir Panjang T1-2,Hapag-Lloyd,General Cargo,Singapore–Korea,13,27.9,16,8000,21010,1.0
V14886,2024-06-03,Pasir Panjang T3-4,Evergreen,Bulk Carrier,Singapore–India,14,20.0,10,20000,22343,1.0
V14887,2024-06-03,Pasir Panjang T1-2,ONE,Bulk Carrier,Singapore–Korea,8,35.3,19,12000,8814,0.734
V14888,2024-06-03,Tanjong Pagar,COSCO,Bulk Carrier,Singapore–Japan,8,12.7,20,24000,6928,0.289
V14889,2024-06-03,Tuas,PIL,Container,Singapore–US East,7,27.4,10,8000,18792,1.0
V14890,2024-06-03,Keppel,Evergreen,General Cargo,Singapore–China,12,37.9,1,20000,6862,0.343
V14891,2024-06-03,Tuas,PIL,Bulk Carrier,Singapore–India,12,34.1,22,14500,6309,0.435
V14892,2024-06-03,Brani,MSC,Tanker,Singapore–Europe,21,18.8,15,20000,9258,0.463
V14893,2024-06-03,Pasir Panjang T1-2,COSCO,Container,Singapore–Korea,3,18.2,21,14500,17248,1.0
V14894,2024-06-03,Tanjong Pagar,Maersk,Tanker,Singapore–US East,20,16.9,12,20000,11615,0.581
V14895,2024-06-03,Tuas,Hapag-Lloyd,Bulk Carrier,Singapore–China,1,29.1,6,24000,5738,0.239
V14896,2024-06-03,Tanjong Pagar,Hapag-Lloyd,Tanker,Singapore–Europe,15,29.0,20,14500,8745,0.603
V14897,2024-06-03,Brani,Yang Ming,Tanker,Singapore–SE Asia,0,19.5,19,8000,9636,1.0
V14898,2024-06-03,Pasir Panjang T3-4,COSCO,General Cargo,Singapore–Middle East,1,29.2,6,8000,9997,1.0
V14899,2024-06-04,Keppel,Evergreen,Container,Singapore–India,22,24.8,22,20000,8175,0.409
V14900,2024-06-04,Keppel,ONE,Container,Singapore–Japan,12,33.2,21,8000,12708,1.0
V14901,2024-06-04,Tuas,PIL,RORO,Singapore–India,22,31.3,5,14500,21309,1.0
V14902,2024-06-04,Brani,Hapag-Lloyd,Container,Singapore–SE Asia,21,36.5,9,8000,14561,1.0
V14903,2024-06-04,Tuas,COSCO,Container,Singapore–Japan,8,22.4,6,14500,18613,1.0
V14904,2024-06-04,Pasir Panjang T1-2,ONE,Bulk Carrier,Singapore–Middle East,3,29.6,8,8000,20005,1.0
V14905,2024-06-04,Keppel,Evergreen,General Cargo,Singapore–US West,3,29.4,8,12000,17273,1.0
V14906,2024-06-04,Keppel,COSCO,Container,Singapore–Korea,8,16.1,0,8000,10726,1.0
V14907,2024-06-04,Pasir Panjang T1-2,Maersk,Container,Singapore–China,10,32.6,18,14500,18357,1.0
V14908,2024-06-04,Tuas,COSCO,Tanker,Singapore–Middle East,7,19.4,2,14500,11542,0.796
V14909,2024-06-04,Tanjong Pagar,CMA CGM,Container,Singapore–US West,3,34.7,13,14500,15061,1.0
V14910,2024-06-04,Brani,Evergreen,Bulk Carrier,Singapore–Europe,3,24.7,3,24000,16347,0.681
V14911,2024-06-04,Brani,CMA CGM,Bulk Carrier,Singapore–India,8,28.0,12,14500,6678,0.461
V14912,2024-06-04,Keppel,COSCO,Container,Singapore–China,15,27.6,18,14500,14442,0.996
V14913,2024-06-04,Pasir Panjang T3-4,HMM,Container,Singapore–US West,7,23.6,6,14500,11633,0.802
V14914,2024-06-04,Pasir Panjang T1-2,COSCO,General Cargo,Singapore–Middle East,6,25.5,7,24000,21106,0.879
V14915,2024-06-04,Brani,PIL,Container,Singapore–US West,5,33.6,14,12000,8355,0.696
V14916,2024-06-04,Keppel,CMA CGM,Container,Singapore–China,9,32.8,17,8000,5895,0.737
V14917,2024-06-04,Keppel,PIL,Bulk Carrier,Singapore–US West,15,16.2,7,8000,8750,1.0
V14918,2024-06-04,Keppel,PIL,RORO,Singapore–Korea,21,17.7,14,20000,19676,0.984
V14919,2024-06-04,Keppel,HMM,Container,Singapore–China,17,18.4,11,12000,7247,0.604
V14920,2024-06-04,Pasir Panjang T3-4,HMM,Container,Singapore–Middle East,12,13.7,1,14500,12226,0.843
V14921,2024-06-04,Keppel,Maersk,Container,Singapore–Europe,18,15.7,9,20000,10770,0.538
V14922,2024-06-04,Brani,Hapag-Lloyd,Container,Singapore–Japan,14,13.6,3,12000,11250,0.938
V14923,2024-06-04,Pasir Panjang T1-2,Yang Ming,Container,Singapore–Europe,8,20.9,4,24000,7408,0.309
V14924,2024-06-04,Keppel,Maersk,Container,Singapore–Middle East,17,21.8,14,14500,11236,0.775
V14925,2024-06-04,Pasir Panjang T3-4,MSC,RORO,Singapore–US East,5,34.2,15,8000,9176,1.0
V14926,2024-06-04,Tanjong Pagar,CMA CGM,Container,Singapore–China,13,17.2,6,20000,9912,0.496
V14927,2024-06-05,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–Middle East,11,16.6,3,24000,11757,0.49
V14928,2024-06-05,Brani,Evergreen,Container,Singapore–China,7,16.1,23,14500,19369,1.0
V14929,2024-06-05,Brani,Maersk,RORO,Singapore–US East,0,18.7,18,24000,6882,0.287
V14930,2024-06-05,Pasir Panjang T1-2,ONE,Container,Singapore–China,17,37.0,6,20000,18687,0.934
V14931,2024-06-05,Keppel,COSCO,Container,Singapore–US West,7,30.7,13,12000,18772,1.0
V14932,2024-06-05,Tuas,ONE,Container,Singapore–India,2,25.6,3,20000,22535,1.0
V14933,2024-06-05,Keppel,Yang Ming,Tanker,Singapore–India,21,18.4,15,20000,10567,0.528
V14934,2024-06-05,Keppel,PIL,Tanker,Singapore–Europe,9,20.7,5,8000,6314,0.789
V14935,2024-06-05,Tanjong Pagar,MSC,Tanker,Singapore–US East,14,23.6,13,20000,12274,0.614
V14936,2024-06-05,Tanjong Pagar,HMM,Bulk Carrier,Singapore–Korea,5,20.5,1,24000,5562,0.232
V14937,2024-06-05,Keppel,PIL,Container,Singapore–China,20,14.5,10,24000,10366,0.432
V14938,2024-06-05,Pasir Panjang T3-4,ONE,Container,Singapore–US West,12,18.3,6,20000,8956,0.448
V14939,2024-06-05,Pasir Panjang T3-4,PIL,Container,Singapore–China,0,13.2,13,20000,10129,0.506
V14940,2024-06-05,Pasir Panjang T1-2,Evergreen,Tanker,Singapore–US West,14,36.9,2,14500,18596,1.0
V14941,2024-06-05,Tanjong Pagar,ONE,Container,Singapore–Europe,10,16.0,2,8000,18709,1.0
V14942,2024-06-05,Pasir Panjang T1-2,HMM,Container,Singapore–SE Asia,8,12.4,20,20000,11347,0.567
V14943,2024-06-05,Pasir Panjang T1-2,MSC,Container,Singapore–Middle East,2,30.5,8,12000,22228,1.0
V14944,2024-06-05,Pasir Panjang T1-2,Evergreen,RORO,Singapore–Korea,7,33.9,16,20000,11100,0.555
V14945,2024-06-05,Brani,PIL,RORO,Singapore–SE Asia,7,30.7,13,24000,11354,0.473
V14946,2024-06-06,Tuas,Yang Ming,RORO,Singapore–Middle East,13,32.7,21,8000,17779,1.0
V14947,2024-06-06,Tuas,Hapag-Lloyd,Tanker,Singapore–SE Asia,23,34.6,9,24000,10068,0.42
V14948,2024-06-06,Keppel,Hapag-Lloyd,Tanker,Singapore–Korea,23,16.5,15,24000,11453,0.477
V14949,2024-06-06,Pasir Panjang T3-4,PIL,Container,Singapore–India,10,24.3,10,12000,16624,1.0
V14950,2024-06-06,Tanjong Pagar,COSCO,Tanker,Singapore–US West,23,32.2,7,24000,20304,0.846
V14951,2024-06-06,Tuas,CMA CGM,Bulk Carrier,Singapore–Europe,23,25.5,0,20000,12015,0.601
V14952,2024-06-06,Pasir Panjang T3-4,Hapag-Lloyd,Tanker,Singapore–US West,4,17.3,21,24000,8442,0.352
V14953,2024-06-06,Brani,Yang Ming,Container,Singapore–China,6,22.3,4,12000,13327,1.0
V14954,2024-06-06,Brani,CMA CGM,Bulk Carrier,Singapore–Middle East,11,31.0,18,12000,11079,0.923
V14955,2024-06-06,Tuas,ONE,Container,Singapore–US East,3,25.8,4,24000,17487,0.729
V14956,2024-06-06,Tanjong Pagar,Yang Ming,Container,Singapore–Japan,3,15.4,18,14500,6862,0.473
V14957,2024-06-06,Pasir Panjang T3-4,MSC,Tanker,Singapore–SE Asia,23,27.7,2,8000,6743,0.843
V14958,2024-06-06,Pasir Panjang T3-4,ONE,Tanker,Singapore–SE Asia,5,29.8,10,20000,12382,0.619
V14959,2024-06-06,Tuas,Yang Ming,Container,Singapore–India,11,13.4,0,24000,14963,0.623
V14960,2024-06-06,Keppel,CMA CGM,Bulk Carrier,Singapore–US East,0,31.8,7,20000,16496,0.825
V14961,2024-06-06,Brani,ONE,Container,Singapore–US West,0,32.8,8,8000,18178,1.0
V14962,2024-06-06,Pasir Panjang T1-2,HMM,Tanker,Singapore–Europe,19,32.0,3,14500,9226,0.636
V14963,2024-06-06,Brani,Evergreen,Bulk Carrier,Singapore–SE Asia,6,17.7,23,12000,14749,1.0
V14964,2024-06-06,Pasir Panjang T3-4,Maersk,Container,Singapore–US West,11,27.5,14,8000,6085,0.761
V14965,2024-06-06,Pasir Panjang T1-2,CMA CGM,Tanker,Singapore–Japan,12,16.4,4,24000,5910,0.246
V14966,2024-06-06,Tuas,Evergreen,General Cargo,Singapore–US East,1,34.3,11,24000,18019,0.751
V14967,2024-06-06,Pasir Panjang T3-4,Hapag-Lloyd,RORO,Singapore–US East,22,21.2,19,8000,12740,1.0
V14968,2024-06-06,Brani,Hapag-Lloyd,Container,Singapore–Middle East,9,25.6,10,8000,21891,1.0
V14969,2024-06-06,Pasir Panjang T1-2,HMM,Tanker,Singapore–China,6,30.2,12,20000,14412,0.721
V14970,2024-06-06,Pasir Panjang T3-4,Maersk,Container,Singapore–Middle East,7,28.9,11,24000,11878,0.495
V14971,2024-06-06,Keppel,Evergreen,Container,Singapore–US West,16,21.1,13,14500,16979,1.0
V14972,2024-06-06,Pasir Panjang T3-4,CMA CGM,Tanker,Singapore–China,11,15.7,2,12000,6791,0.566
V14973,2024-06-06,Pasir Panjang T1-2,ONE,Container,Singapore–US West,14,37.4,3,12000,10422,0.868
V14974,2024-06-06,Pasir Panjang T3-4,Hapag-Lloyd,Tanker,Singapore–India,12,24.5,12,14500,10805,0.745
V14975,2024-06-06,Tanjong Pagar,PIL,Container,Singapore–US East,18,21.5,15,24000,17865,0.744
V14976,2024-06-06,Tuas,Evergreen,Container,Singapore–Middle East,3,16.1,19,12000,14882,1.0
V14977,2024-06-06,Keppel,ONE,Bulk Carrier,Singapore–US East,11,16.9,3,12000,20437,1.0
V14978,2024-06-06,Pasir Panjang T1-2,Maersk,Container,Singapore–Europe,5,26.4,7,12000,10882,0.907
V14979,2024-06-07,Tuas,ONE,Tanker,Singapore–Middle East,0,22.3,22,12000,15641,1.0
V14980,2024-06-07,Tanjong Pagar,HMM,RORO,Singapore–US West,17,15.6,8,20000,7391,0.37
V14981,2024-06-07,Brani,CMA CGM,Tanker,Singapore–US West,11,24.8,11,14500,6077,0.419
V14982,2024-06-07,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–Korea,4,31.3,11,12000,14860,1.0
V14983,2024-06-07,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–China,3,26.7,5,20000,13820,0.691
V14984,2024-06-07,Brani,Yang Ming,Container,Singapore–US East,8,31.5,15,8000,12097,1.0
V14985,2024-06-07,Pasir Panjang T1-2,HMM,Container,Singapore–US West,23,32.0,7,20000,19983,0.999
V14986,2024-06-07,Keppel,CMA CGM,Tanker,Singapore–US East,12,30.5,18,20000,11281,0.564
V14987,2024-06-07,Pasir Panjang T1-2,MSC,Container,Singapore–US West,13,30.0,19,12000,6247,0.521
V14988,2024-06-07,Tanjong Pagar,Evergreen,Container,Singapore–Middle East,12,25.8,13,12000,7728,0.644
V14989,2024-06-07,Brani,Evergreen,Container,Singapore–China,7,27.2,10,8000,21879,1.0
V14990,2024-06-07,Pasir Panjang T3-4,Yang Ming,Bulk Carrier,Singapore–India,8,19.1,3,14500,10524,0.726
V14991,2024-06-07,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–China,2,32.2,10,20000,10636,0.532
V14992,2024-06-07,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–India,15,28.0,19,14500,13675,0.943
V14993,2024-06-07,Keppel,COSCO,Container,Singapore–China,19,27.5,22,12000,11310,0.942
V14994,2024-06-07,Tanjong Pagar,CMA CGM,Tanker,Singapore–India,15,28.5,19,8000,9243,1.0
V14995,2024-06-07,Pasir Panjang T3-4,MSC,Container,Singapore–China,14,13.6,3,24000,18341,0.764
V14996,2024-06-07,Brani,PIL,Container,Singapore–India,21,14.5,11,14500,7238,0.499
V14997,2024-06-07,Tanjong Pagar,COSCO,Tanker,Singapore–China,18,15.6,9,12000,12154,1.0
V14998,2024-06-07,Tanjong Pagar,Evergreen,RORO,Singapore–Europe,14,14.1,4,20000,6719,0.336
V14999,2024-06-07,Keppel,Maersk,Container,Singapore–Korea,13,22.0,11,14500,17045,1.0
V15000,2024-06-07,Pasir Panjang T1-2,HMM,Container,Singapore–India,5,22.8,3,14500,13792,0.951
V15001,2024-06-07,Tuas,COSCO,Container,Singapore–Korea,11,23.2,10,24000,17780,0.741
V15002,2024-06-07,Pasir Panjang T1-2,Evergreen,Container,Singapore–India,15,14.3,5,14500,9118,0.629
V15003,2024-06-07,Keppel,Evergreen,RORO,Singapore–Japan,13,37.1,2,12000,10929,0.911
V15004,2024-06-07,Pasir Panjang T3-4,PIL,Container,Singapore–India,20,29.2,1,24000,15592,0.65
V15005,2024-06-07,Tanjong Pagar,Evergreen,Bulk Carrier,Singapore–US East,19,37.0,8,20000,15521,0.776
V15006,2024-06-08,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Japan,4,14.5,18,12000,16567,1.0
V15007,2024-06-08,Brani,COSCO,Container,Singapore–Europe,16,15.3,7,24000,7731,0.322
V15008,2024-06-08,Tuas,MSC,Tanker,Singapore–Europe,15,35.5,2,14500,5754,0.397
V15009,2024-06-08,Pasir Panjang T3-4,Evergreen,RORO,Singapore–Japan,20,16.6,12,8000,7612,0.952
V15010,2024-06-08,Tanjong Pagar,ONE,Bulk Carrier,Singapore–Japan,13,28.0,17,14500,22712,1.0
V15011,2024-06-08,Tanjong Pagar,ONE,Container,Singapore–US West,6,31.2,13,20000,8335,0.417
V15012,2024-06-08,Tanjong Pagar,HMM,General Cargo,Singapore–Europe,12,12.1,0,12000,20509,1.0
V15013,2024-06-08,Tuas,ONE,Container,Singapore–India,23,24.1,23,8000,6233,0.779
V15014,2024-06-08,Pasir Panjang T1-2,Yang Ming,Container,Singapore–India,12,25.4,13,24000,19114,0.796
V15015,2024-06-08,Tanjong Pagar,Yang Ming,Tanker,Singapore–US East,19,20.4,15,14500,8568,0.591
V15016,2024-06-08,Keppel,ONE,Container,Singapore–China,6,26.0,8,24000,10102,0.421
V15017,2024-06-08,Tuas,Evergreen,Tanker,Singapore–Europe,17,37.5,6,20000,10240,0.512
V15018,2024-06-08,Keppel,Hapag-Lloyd,RORO,Singapore–India,6,24.1,6,20000,11030,0.552
V15019,2024-06-08,Tuas,Yang Ming,Container,Singapore–Middle East,17,26.2,19,20000,14447,0.722
V15020,2024-06-08,Tuas,Maersk,Container,Singapore–Korea,18,20.7,14,8000,18128,1.0
V15021,2024-06-08,Keppel,Evergreen,Container,Singapore–Japan,7,32.9,15,24000,6250,0.26
V15022,2024-06-08,Tanjong Pagar,Evergreen,Container,Singapore–Middle East,19,24.5,19,14500,7009,0.483
V15023,2024-06-08,Keppel,HMM,Container,Singapore–Korea,7,24.7,7,8000,8704,1.0
V15024,2024-06-08,Tanjong Pagar,HMM,Container,Singapore–China,0,22.7,22,20000,16619,0.831
V15025,2024-06-08,Tanjong Pagar,Hapag-Lloyd,Container,Singapore–US West,15,22.1,13,8000,8443,1.0
V15026,2024-06-08,Tuas,COSCO,Tanker,Singapore–Middle East,21,17.0,14,20000,8713,0.436
V15027,2024-06-08,Keppel,Evergreen,Container,Singapore–US West,21,12.7,9,14500,10664,0.735
V15028,2024-06-08,Tuas,CMA CGM,Container,Singapore–Japan,22,20.2,18,8000,12705,1.0
V15029,2024-06-08,Tuas,CMA CGM,Container,Singapore–US East,16,34.1,2,24000,18554,0.773
V15030,2024-06-08,Pasir Panjang T1-2,COSCO,Container,Singapore–US East,5,19.2,0,24000,5561,0.232
V15031,2024-06-08,Tuas,MSC,Container,Singapore–SE Asia,5,35.6,16,24000,20490,0.854
V15032,2024-06-08,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–Korea,4,28.2,8,20000,19272,0.964
V15033,2024-06-08,Tanjong Pagar,MSC,Container,Singapore–US East,11,12.6,23,20000,21459,1.0
V15034,2024-06-08,Pasir Panjang T1-2,HMM,Container,Singapore–Japan,22,31.0,5,24000,21979,0.916
V15035,2024-06-08,Pasir Panjang T1-2,HMM,Container,Singapore–Middle East,14,30.2,20,24000,11425,0.476
V15036,2024-06-08,Pasir Panjang T1-2,Evergreen,Container,Singapore–Middle East,7,14.7,21,8000,20347,1.0
V15037,2024-06-09,Tuas,Yang Ming,Container,Singapore–SE Asia,0,28.9,4,8000,13790,1.0
V15038,2024-06-09,Pasir Panjang T3-4,Yang Ming,Bulk Carrier,Singapore–US West,12,17.5,5,12000,12948,1.0
V15039,2024-06-09,Pasir Panjang T3-4,Evergreen,Container,Singapore–Korea,19,29.9,0,14500,12972,0.895
V15040,2024-06-09,Tanjong Pagar,Maersk,Tanker,Singapore–China,15,28.8,19,20000,17590,0.88
V15041,2024-06-09,Pasir Panjang T1-2,Evergreen,Tanker,Singapore–Japan,17,36.6,5,14500,19089,1.0
V15042,2024-06-09,Brani,MSC,Bulk Carrier,Singapore–US East,13,30.3,19,8000,19168,1.0
V15043,2024-06-09,Pasir Panjang T3-4,MSC,Container,Singapore–China,22,32.2,6,8000,7621,0.953
V15044,2024-06-09,Keppel,Maersk,Container,Singapore–US East,10,25.8,11,8000,7000,0.875
V15045,2024-06-09,Tanjong Pagar,PIL,Tanker,Singapore–Japan,3,33.1,12,20000,10057,0.503
V15046,2024-06-09,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–China,7,33.0,16,8000,17531,1.0
V15047,2024-06-09,Keppel,PIL,Bulk Carrier,Singapore–US East,22,15.9,13,20000,6099,0.305
V15048,2024-06-09,Pasir Panjang T3-4,PIL,Container,Singapore–Korea,17,36.8,5,8000,9220,1.0
V15049,2024-06-09,Tanjong Pagar,MSC,Container,Singapore–Japan,6,22.0,4,8000,23036,1.0
V15050,2024-06-09,Pasir Panjang T3-4,COSCO,Container,Singapore–US East,2,15.1,17,14500,15187,1.0
V15051,2024-06-09,Pasir Panjang T1-2,Evergreen,Container,Singapore–US West,23,28.6,3,14500,14308,0.987
V15052,2024-06-09,Keppel,Evergreen,Tanker,Singapore–US East,11,25.8,12,8000,12790,1.0
V15053,2024-06-09,Brani,Maersk,Bulk Carrier,Singapore–Korea,10,13.3,23,20000,18599,0.93
V15054,2024-06-09,Keppel,HMM,Bulk Carrier,Singapore–Middle East,17,16.6,9,8000,12492,1.0
V15055,2024-06-09,Keppel,COSCO,Bulk Carrier,Singapore–US East,13,28.8,17,8000,12457,1.0
V15056,2024-06-09,Pasir Panjang T1-2,Yang Ming,Container,Singapore–India,18,34.2,4,20000,11344,0.567
V15057,2024-06-09,Keppel,Yang Ming,Tanker,Singapore–SE Asia,1,25.4,2,12000,10589,0.882
V15058,2024-06-09,Pasir Panjang T1-2,Yang Ming,Container,Singapore–China,7,25.4,8,20000,16685,0.834
V15059,2024-06-09,Pasir Panjang T1-2,Yang Ming,Container,Singapore–China,13,37.5,2,20000,6835,0.342
V15060,2024-06-09,Keppel,PIL,Container,Singapore–US West,16,32.5,0,24000,8943,0.373
V15061,2024-06-09,Keppel,Maersk,Container,Singapore–Japan,9,14.9,23,24000,18569,0.774
V15062,2024-06-09,Pasir Panjang T3-4,COSCO,Container,Singapore–Japan,22,31.5,5,24000,13790,0.575
V15063,2024-06-09,Tanjong Pagar,COSCO,Tanker,Singapore–Middle East,17,33.9,2,12000,5670,0.472
V15064,2024-06-09,Pasir Panjang T1-2,Hapag-Lloyd,Tanker,Singapore–China,7,12.8,19,20000,11946,0.597
V15065,2024-06-09,Keppel,Hapag-Lloyd,RORO,Singapore–Japan,11,28.4,15,12000,13151,1.0
V15066,2024-06-09,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–Middle East,18,32.8,2,8000,12729,1.0
V15067,2024-06-09,Pasir Panjang T1-2,Evergreen,Tanker,Singapore–Middle East,20,14.4,10,24000,11418,0.476
V15068,2024-06-09,Pasir Panjang T1-2,Maersk,Tanker,Singapore–Europe,2,28.6,6,24000,10114,0.421
V15069,2024-06-09,Brani,Evergreen,Tanker,Singapore–China,2,26.9,4,24000,17881,0.745
V15070,2024-06-09,Keppel,HMM,Container,Singapore–US West,11,24.0,11,8000,8799,1.0
V15071,2024-06-09,Keppel,Maersk,Bulk Carrier,Singapore–China,11,37.3,0,24000,6461,0.269
V15072,2024-06-10,Tuas,Hapag-Lloyd,Bulk Carrier,Singapore–Middle East,10,22.4,8,14500,8163,0.563
V15073,2024-06-10,Brani,Maersk,Container,Singapore–China,2,18.8,20,20000,10594,0.53
V15074,2024-06-10,Brani,Hapag-Lloyd,Tanker,Singapore–US West,11,17.5,4,14500,11648,0.803
V15075,2024-06-10,Pasir Panjang T1-2,HMM,Bulk Carrier,Singapore–Middle East,8,30.0,14,8000,11368,1.0
V15076,2024-06-10,Pasir Panjang T3-4,Evergreen,RORO,Singapore–Europe,17,34.8,3,12000,8627,0.719
V15077,2024-06-10,Tanjong Pagar,ONE,Container,Singapore–Korea,16,23.4,15,14500,14462,0.997
V15078,2024-06-10,Pasir Panjang T3-4,Evergreen,Bulk Carrier,Singapore–Europe,10,29.7,15,20000,18393,0.92
