Date,Terminal,TotalCranes,ActiveCranes,MovesPerHour,DowntimePct,TotalMovesDay,Month,Year
2024-06-22,Brani,12,8,32.4,0.065,5184,6,2024
2024-06-22,Pasir Panjang T1-2,30,30,26.0,0.061,15600,6,2024
2024-06-22,Pasir Panjang T3-4,30,27,30.6,0.045,16524,6,2024
2024-06-22,Tuas,38,34,25.0,0.097,17000,6,2024
2024-06-23,Tanjong Pagar,18,17,33.0,0.046,11220,6,2024
2024-06-23,Keppel,24,21,29.9,0.025,12558,6,2024
2024-06-23,Brani,12,10,31.0,0.111,6200,6,2024
2024-06-23,Pasir Panjang T1-2,30,28,35.5,0.062,19880,6,2024
2024-06-23,Pasir Panjang T3-4,30,26,30.7,0.092,15963,6,2024
2024-06-23,Tuas,38,34,25.4,0.045,17272,6,2024
2024-06-24,Tanjong Pagar,18,18,29.0,0.051,10440,6,2024
2024-06-24,Keppel,24,23,34.0,0.037,15640,6,2024
2024-06-24,Brani,12,12,25.8,0.097,6192,6,2024
2024-06-24,Pasir Panjang T1-2,30,26,31.6,0.024,16432,6,2024
2024-06-24,Pasir Panjang T3-4,30,27,24.8,0.05,13392,6,2024
2024-06-24,Tuas,38,34,25.3,0.088,17204,6,2024
2024-06-25,Tanjong Pagar,18,18,34.4,0.068,12383,6,2024
2024-06-25,Keppel,24,24,24.7,0.025,11856,6,2024
2024-06-25,Brani,12,11,29.4,0.035,6468,6,2024
2024-06-25,Pasir Panjang T1-2,30,27,23.3,0.03,12582,6,2024
2024-06-25,Pasir Panjang T3-4,30,29,25.5,0.101,14790,6,2024
2024-06-25,Tuas,38,37,34.9,0.053,25826,6,2024
2024-06-26,Tanjong Pagar,18,17,26.8,0.092,9112,6,2024
2024-06-26,Keppel,24,23,25.8,0.06,11868,6,2024
2024-06-26,Brani,12,9,31.2,0.028,5616,6,2024
2024-06-26,Pasir Panjang T1-2,30,30,24.0,0.119,14400,6,2024
2024-06-26,Pasir Panjang T3-4,30,29,25.6,0.066,14848,6,2024
2024-06-26,Tuas,38,35,27.8,0.086,19460,6,2024
2024-06-27,Tanjong Pagar,18,18,31.2,0.106,11232,6,2024
2024-06-27,Keppel,24,22,29.1,0.09,12804,6,2024
2024-06-27,Brani,12,12,33.9,0.064,8135,6,2024
2024-06-27,Pasir Panjang T1-2,30,28,26.7,0.112,14952,6,2024
2024-06-27,Pasir Panjang T3-4,30,28,32.3,0.087,18087,6,2024
2024-06-27,Tuas,38,36,32.0,0.03,23040,6,2024
2024-06-28,Tanjong Pagar,18,18,35.3,0.07,12708,6,2024
2024-06-28,Keppel,24,21,24.5,0.049,10290,6,2024
2024-06-28,Brani,12,9,28.4,0.035,5112,6,2024
2024-06-28,Pasir Panjang T1-2,30,26,33.8,0.063,17576,6,2024
2024-06-28,Pasir Panjang T3-4,30,26,31.6,0.07,16432,6,2024
2024-06-28,Tuas,38,38,24.3,0.04,18468,6,2024
2024-06-29,Tanjong Pagar,18,15,27.4,0.1,8220,6,2024
2024-06-29,Keppel,24,22,30.8,0.054,13552,6,2024
2024-06-29,Brani,12,10,27.8,0.074,5560,6,2024
2024-06-29,Pasir Panjang T1-2,30,28,24.1,0.068,13496,6,2024
2024-06-29,Pasir Panjang T3-4,30,26,33.4,0.054,17368,6,2024
2024-06-29,Tuas,38,35,32.7,0.028,22890,6,2024
2024-06-30,Tanjong Pagar,18,16,28.9,0.06,9248,6,2024
2024-06-30,Keppel,24,24,30.5,0.059,14640,6,2024
2024-06-30,Brani,12,10,23.7,0.063,4740,6,2024
2024-06-30,Pasir Panjang T1-2,30,27,27.1,0.096,14634,6,2024
2024-06-30,Pasir Panjang T3-4,30,26,23.6,0.066,12272,6,2024
2024-06-30,Tuas,38,34,31.2,0.055,21216,6,2024
2024-07-01,Tanjong Pagar,18,16,27.3,0.059,8736,7,2024
2024-07-01,Keppel,24,24,27.7,0.048,13296,7,2024
2024-07-01,Brani,12,9,35.4,0.104,6371,7,2024
2024-07-01,Pasir Panjang T1-2,30,29,28.7,0.051,16646,7,2024
2024-07-01,Pasir Panjang T3-4,30,27,32.0,0.085,17280,7,2024
2024-07-01,Tuas,38,38,35.1,0.04,26676,7,2024
2024-07-02,Tanjong Pagar,18,17,30.5,0.112,10370,7,2024
2024-07-02,Keppel,24,23,25.5,0.066,11730,7,2024
2024-07-02,Brani,12,10,23.7,0.036,4740,7,2024
2024-07-02,Pasir Panjang T1-2,30,26,35.8,0.061,18616,7,2024
2024-07-02,Pasir Panjang T3-4,30,27,30.0,0.101,16200,7,2024
2024-07-02,Tuas,38,35,25.0,0.083,17500,7,2024
2024-07-03,Tanjong Pagar,18,16,32.4,0.059,10368,7,2024
2024-07-03,Keppel,24,22,27.1,0.093,11924,7,2024
2024-07-03,Brani,12,10,27.6,0.093,5520,7,2024
2024-07-03,Pasir Panjang T1-2,30,30,32.3,0.04,19379,7,2024
2024-07-03,Pasir Panjang T3-4,30,28,27.0,0.032,15120,7,2024
2024-07-03,Tuas,38,38,35.6,0.079,27056,7,2024
2024-07-04,Tanjong Pagar,18,18,30.8,0.119,11088,7,2024
2024-07-04,Keppel,24,23,32.4,0.093,14903,7,2024
2024-07-04,Brani,12,8,23.2,0.024,3712,7,2024
2024-07-04,Pasir Panjang T1-2,30,28,33.9,0.045,18984,7,2024
2024-07-04,Pasir Panjang T3-4,30,28,24.5,0.059,13720,7,2024
2024-07-04,Tuas,38,35,35.3,0.032,24710,7,2024
2024-07-05,Tanjong Pagar,18,15,25.8,0.042,7740,7,2024
2024-07-05,Keppel,24,23,31.2,0.11,14352,7,2024
2024-07-05,Brani,12,11,34.9,0.12,7678,7,2024
2024-07-05,Pasir Panjang T1-2,30,29,34.9,0.048,20242,7,2024
2024-07-05,Pasir Panjang T3-4,30,30,32.0,0.082,19200,7,2024
2024-07-05,Tuas,38,34,24.1,0.084,16388,7,2024
2024-07-06,Tanjong Pagar,18,16,31.0,0.049,9920,7,2024
2024-07-06,Keppel,24,20,34.6,0.041,13840,7,2024
2024-07-06,Brani,12,11,23.6,0.094,5192,7,2024
2024-07-06,Pasir Panjang T1-2,30,28,34.8,0.112,19487,7,2024
2024-07-06,Pasir Panjang T3-4,30,28,31.2,0.095,17472,7,2024
2024-07-06,Tuas,38,35,28.2,0.063,19740,7,2024
2024-07-07,Tanjong Pagar,18,14,30.9,0.021,8652,7,2024
2024-07-07,Keppel,24,21,33.2,0.114,13944,7,2024
2024-07-07,Brani,12,10,34.1,0.117,6820,7,2024
2024-07-07,Pasir Panjang T1-2,30,30,26.7,0.066,16020,7,2024
2024-07-07,Pasir Panjang T3-4,30,30,30.0,0.108,18000,7,2024
2024-07-07,Tuas,38,35,29.3,0.071,20510,7,2024
2024-07-08,Tanjong Pagar,18,14,29.5,0.022,8260,7,2024
2024-07-08,Keppel,24,24,33.6,0.062,16128,7,2024
2024-07-08,Brani,12,8,32.8,0.053,5248,7,2024
2024-07-08,Pasir Panjang T1-2,30,29,34.9,0.089,20242,7,2024
2024-07-08,Pasir Panjang T3-4,30,30,24.0,0.038,14400,7,2024
2024-07-08,Tuas,38,34,30.7,0.036,20876,7,2024
2024-07-09,Tanjong Pagar,18,17,25.6,0.022,8704,7,2024
2024-07-09,Keppel,24,22,28.2,0.044,12408,7,2024
2024-07-09,Brani,12,8,30.1,0.061,4816,7,2024
2024-07-09,Pasir Panjang T1-2,30,28,27.5,0.057,15400,7,2024
2024-07-09,Pasir Panjang T3-4,30,26,30.7,0.042,15963,7,2024
2024-07-09,Tuas,38,34,28.3,0.088,19244,7,2024
2024-07-10,Tanjong Pagar,18,16,35.6,0.093,11392,7,2024
2024-07-10,Keppel,24,23,25.4,0.022,11683,7,2024
2024-07-10,Brani,12,12,23.1,0.097,5544,7,2024
2024-07-10,Pasir Panjang T1-2,30,26,29.8,0.068,15496,7,2024
2024-07-10,Pasir Panjang T3-4,30,27,25.4,0.045,13716,7,2024
2024-07-10,Tuas,38,36,35.5,0.033,25560,7,2024
2024-07-11,Tanjong Pagar,18,16,34.2,0.114,10944,7,2024
2024-07-11,Keppel,24,20,23.4,0.095,9360,7,2024
2024-07-11,Brani,12,8,25.8,0.025,4128,7,2024
2024-07-11,Pasir Panjang T1-2,30,28,27.2,0.097,15232,7,2024
2024-07-11,Pasir Panjang T3-4,30,29,31.8,0.04,18444,7,2024
2024-07-11,Tuas,38,38,28.0,0.034,21280,7,2024
2024-07-12,Tanjong Pagar,18,17,25.2,0.067,8568,7,2024
2024-07-12,Keppel,24,20,28.2,0.052,11280,7,2024
2024-07-12,Brani,12,9,28.3,0.113,5094,7,2024
2024-07-12,Pasir Panjang T1-2,30,27,29.2,0.057,15768,7,2024
2024-07-12,Pasir Panjang T3-4,30,29,35.5,0.035,20590,7,2024
2024-07-12,Tuas,38,34,25.0,0.107,17000,7,2024
2024-07-13,Tanjong Pagar,18,16,26.8,0.049,8576,7,2024
2024-07-13,Keppel,24,22,26.5,0.05,11660,7,2024
2024-07-13,Brani,12,12,29.5,0.048,7080,7,2024
2024-07-13,Pasir Panjang T1-2,30,27,26.7,0.048,14418,7,2024
2024-07-13,Pasir Panjang T3-4,30,27,31.9,0.114,17226,7,2024
2024-07-13,Tuas,38,35,35.0,0.075,24500,7,2024
2024-07-14,Tanjong Pagar,18,18,30.2,0.065,10872,7,2024
2024-07-14,Keppel,24,21,32.1,0.061,13482,7,2024
2024-07-14,Brani,12,10,31.8,0.1,6360,7,2024
2024-07-14,Pasir Panjang T1-2,30,29,31.6,0.103,18328,7,2024
2024-07-14,Pasir Panjang T3-4,30,27,33.8,0.062,18252,7,2024
2024-07-14,Tuas,38,37,33.1,0.111,24494,7,2024
2024-07-15,Tanjong Pagar,18,18,30.7,0.029,11052,7,2024
2024-07-15,Keppel,24,20,30.0,0.029,12000,7,2024
2024-07-15,Brani,12,10,27.5,0.032,5500,7,2024
2024-07-15,Pasir Panjang T1-2,30,29,32.8,0.055,19024,7,2024
2024-07-15,Pasir Panjang T3-4,30,29,28.1,0.06,16298,7,2024
2024-07-15,Tuas,38,36,27.7,0.114,19944,7,2024
2024-07-16,Tanjong Pagar,18,15,26.7,0.099,8010,7,2024
2024-07-16,Keppel,24,23,23.5,0.056,10810,7,2024
2024-07-16,Brani,12,9,28.3,0.074,5094,7,2024
2024-07-16,Pasir Panjang T1-2,30,27,25.2,0.102,13608,7,2024
2024-07-16,Pasir Panjang T3-4,30,26,35.1,0.084,18252,7,2024
2024-07-16,Tuas,38,37,26.2,0.035,19388,7,2024
2024-07-17,Tanjong Pagar,18,18,25.2,0.116,9072,7,2024
2024-07-17,Keppel,24,22,34.6,0.032,15224,7,2024
2024-07-17,Brani,12,12,31.4,0.039,7535,7,2024
2024-07-17,Pasir Panjang T1-2,30,30,30.9,0.042,18540,7,2024
2024-07-17,Pasir Panjang T3-4,30,28,26.1,0.056,14616,7,2024
2024-07-17,Tuas,38,34,33.7,0.039,22916,7,2024
2024-07-18,Tanjong Pagar,18,15,23.6,0.045,7080,7,2024
2024-07-18,Keppel,24,24,35.0,0.087,16800,7,2024
2024-07-18,Brani,12,12,34.4,0.036,8256,7,2024
2024-07-18,Pasir Panjang T1-2,30,29,34.8,0.105,20184,7,2024
2024-07-18,Pasir Panjang T3-4,30,27,35.9,0.116,19386,7,2024
2024-07-18,Tuas,38,37,27.4,0.104,20276,7,2024
2024-07-19,Tanjong Pagar,18,14,28.1,0.095,7868,7,2024
2024-07-19,Keppel,24,20,30.9,0.071,12360,7,2024
2024-07-19,Brani,12,12,28.8,0.023,6912,7,2024
2024-07-19,Pasir Panjang T1-2,30,26,28.3,0.05,14716,7,2024
2024-07-19,Pasir Panjang T3-4,30,30,34.7,0.114,20820,7,2024
2024-07-19,Tuas,38,37,30.0,0.092,22200,7,2024
2024-07-20,Tanjong Pagar,18,15,29.2,0.085,8760,7,2024
2024-07-20,Keppel,24,21,23.8,0.032,9996,7,2024
2024-07-20,Brani,12,12,30.0,0.032,7200,7,2024
2024-07-20,Pasir Panjang T1-2,30,28,27.0,0.08,15120,7,2024
2024-07-20,Pasir Panjang T3-4,30,28,35.8,0.035,20047,7,2024
2024-07-20,Tuas,38,35,28.0,0.055,19600,7,2024
2024-07-21,Tanjong Pagar,18,17,33.8,0.036,11491,7,2024
2024-07-21,Keppel,24,21,29.3,0.05,12306,7,2024
2024-07-21,Brani,12,8,24.4,0.068,3904,7,2024
2024-07-21,Pasir Panjang T1-2,30,27,32.8,0.031,17712,7,2024
2024-07-21,Pasir Panjang T3-4,30,29,31.6,0.02,18328,7,2024
2024-07-21,Tuas,38,34,26.9,0.022,18292,7,2024
2024-07-22,Tanjong Pagar,18,14,24.8,0.057,6944,7,2024
2024-07-22,Keppel,24,24,29.6,0.105,14208,7,2024
2024-07-22,Brani,12,9,31.7,0.094,5706,7,2024
2024-07-22,Pasir Panjang T1-2,30,26,35.8,0.038,18616,7,2024
2024-07-22,Pasir Panjang T3-4,30,27,35.3,0.087,19062,7,2024
2024-07-22,Tuas,38,37,24.0,0.043,17760,7,2024
2024-07-23,Tanjong Pagar,18,15,25.2,0.094,7560,7,2024
2024-07-23,Keppel,24,22,28.2,0.116,12408,7,2024
2024-07-23,Brani,12,12,31.4,0.105,7535,7,2024
2024-07-23,Pasir Panjang T1-2,30,29,28.9,0.068,16762,7,2024
2024-07-23,Pasir Panjang T3-4,30,28,34.0,0.048,19040,7,2024
2024-07-23,Tuas,38,36,34.9,0.045,25127,7,2024
2024-07-24,Tanjong Pagar,18,18,27.4,0.099,9864,7,2024
2024-07-24,Keppel,24,22,35.8,0.072,15751,7,2024
2024-07-24,Brani,12,11,29.8,0.062,6556,7,2024
2024-07-24,Pasir Panjang T1-2,30,28,32.4,0.097,18144,7,2024
2024-07-24,Pasir Panjang T3-4,30,26,23.8,0.047,12376,7,2024
2024-07-24,Tuas,38,37,30.2,0.03,22347,7,2024
2024-07-25,Tanjong Pagar,18,18,24.7,0.11,8892,7,2024
2024-07-25,Keppel,24,23,35.7,0.048,16422,7,2024
2024-07-25,Brani,12,9,32.0,0.062,5760,7,2024
2024-07-25,Pasir Panjang T1-2,30,28,27.7,0.102,15512,7,2024
2024-07-25,Pasir Panjang T3-4,30,27,24.8,0.113,13392,7,2024
2024-07-25,Tuas,38,36,31.8,0.114,22896,7,2024
2024-07-26,Tanjong Pagar,18,18,28.4,0.063,10224,7,2024
2024-07-26,Keppel,24,21,24.4,0.039,10248,7,2024
2024-07-26,Brani,12,11,25.8,0.03,5676,7,2024
2024-07-26,Pasir Panjang T1-2,30,30,33.8,0.112,20279,7,2024
2024-07-26,Pasir Panjang T3-4,30,29,31.5,0.068,18270,7,2024
2024-07-26,Tuas,38,38,27.0,0.054,20520,7,2024
2024-07-27,Tanjong Pagar,18,18,34.9,0.089,12563,7,2024
2024-07-27,Keppel,24,20,29.7,0.042,11880,7,2024
2024-07-27,Brani,12,8,29.9,0.069,4784,7,2024
2024-07-27,Pasir Panjang T1-2,30,27,34.5,0.116,18630,7,2024
2024-07-27,Pasir Panjang T3-4,30,27,33.3,0.077,17982,7,2024
2024-07-27,Tuas,38,36,26.0,0.046,18720,7,2024
2024-07-28,Tanjong Pagar,18,17,23.5,0.089,7990,7,2024
2024-07-28,Keppel,24,23,31.9,0.032,14673,7,2024
2024-07-28,Brani,12,11,23.7,0.038,5214,7,2024
2024-07-28,Pasir Panjang T1-2,30,30,25.1,0.034,15060,7,2024
2024-07-28,Pasir Panjang T3-4,30,28,33.2,0.074,18592,7,2024
2024-07-28,Tuas,38,36,27.8,0.11,20016,7,2024
2024-07-29,Tanjong Pagar,18,16,30.5,0.112,9760,7,2024
2024-07-29,Keppel,24,21,33.7,0.052,14154,7,2024
2024-07-29,Brani,12,8,29.1,0.087,4656,7,2024
2024-07-29,Pasir Panjang T1-2,30,28,23.8,0.105,13328,7,2024
2024-07-29,Pasir Panjang T3-4,30,30,31.5,0.024,18900,7,2024
2024-07-29,Tuas,38,37,25.5,0.063,18870,7,2024
2024-07-30,Tanjong Pagar,18,17,32.8,0.059,11151,7,2024
2024-07-30,Keppel,24,20,33.0,0.044,13200,7,2024
2024-07-30,Brani,12,8,29.2,0.023,4672,7,2024
2024-07-30,Pasir Panjang T1-2,30,30,29.2,0.084,17520,7,2024
2024-07-30,Pasir Panjang T3-4,30,30,23.6,0.07,14160,7,2024
2024-07-30,Tuas,38,34,30.1,0.061,20468,7,2024
2024-07-31,Tanjong Pagar,18,17,34.6,0.032,11764,7,2024
2024-07-31,Keppel,24,22,35.0,0.04,15400,7,2024
2024-07-31,Brani,12,12,29.3,0.094,7032,7,2024
2024-07-31,Pasir Panjang T1-2,30,28,27.5,0.116,15400,7,2024
2024-07-31,Pasir Panjang T3-4,30,26,30.9,0.074,16068,7,2024
2024-07-31,Tuas,38,34,23.2,0.036,15776,7,2024
2024-08-01,Tanjong Pagar,18,16,29.2,0.05,9344,8,2024
2024-08-01,Keppel,24,24,28.7,0.03,13776,8,2024
2024-08-01,Brani,12,12,27.6,0.093,6624,8,2024
2024-08-01,Pasir Panjang T1-2,30,30,23.8,0.1,14280,8,2024
2024-08-01,Pasir Panjang T3-4,30,29,30.1,0.105,17458,8,2024
2024-08-01,Tuas,38,35,30.1,0.094,21070,8,2024
2024-08-02,Tanjong Pagar,18,14,30.0,0.067,8400,8,2024
2024-08-02,Keppel,24,20,27.5,0.031,11000,8,2024
2024-08-02,Brani,12,8,29.0,0.054,4640,8,2024
2024-08-02,Pasir Panjang T1-2,30,26,23.3,0.099,12116,8,2024
2024-08-02,Pasir Panjang T3-4,30,26,24.0,0.101,12480,8,2024
2024-08-02,Tuas,38,38,25.0,0.044,19000,8,2024
2024-08-03,Tanjong Pagar,18,15,30.5,0.059,9150,8,2024
2024-08-03,Keppel,24,20,34.3,0.08,13720,8,2024
2024-08-03,Brani,12,12,33.1,0.106,7944,8,2024
2024-08-03,Pasir Panjang T1-2,30,27,26.3,0.056,14202,8,2024
2024-08-03,Pasir Panjang T3-4,30,27,32.1,0.106,17334,8,2024
2024-08-03,Tuas,38,37,31.5,0.043,23310,8,2024
2024-08-04,Tanjong Pagar,18,15,28.2,0.06,8460,8,2024
2024-08-04,Keppel,24,21,26.0,0.071,10920,8,2024
2024-08-04,Brani,12,12,30.7,0.116,7368,8,2024
2024-08-04,Pasir Panjang T1-2,30,28,23.6,0.101,13216,8,2024
2024-08-04,Pasir Panjang T3-4,30,27,24.2,0.102,13068,8,2024
2024-08-04,Tuas,38,35,30.1,0.048,21070,8,2024
2024-08-05,Tanjong Pagar,18,15,27.2,0.115,8160,8,2024
2024-08-05,Keppel,24,21,25.2,0.021,10583,8,2024
2024-08-05,Brani,12,8,34.9,0.077,5584,8,2024
2024-08-05,Pasir Panjang T1-2,30,30,32.7,0.063,19620,8,2024
2024-08-05,Pasir Panjang T3-4,30,29,26.0,0.107,15080,8,2024
2024-08-05,Tuas,38,34,31.2,0.069,21216,8,2024
2024-08-06,Tanjong Pagar,18,17,29.2,0.047,9928,8,2024
2024-08-06,Keppel,24,24,25.2,0.052,12096,8,2024
2024-08-06,Brani,12,11,33.4,0.113,7348,8,2024
2024-08-06,Pasir Panjang T1-2,30,29,29.9,0.046,17342,8,2024
2024-08-06,Pasir Panjang T3-4,30,26,34.4,0.087,17888,8,2024
2024-08-06,Tuas,38,38,35.4,0.057,26904,8,2024
2024-08-07,Tanjong Pagar,18,16,28.7,0.094,9184,8,2024
2024-08-07,Keppel,24,23,25.1,0.107,11546,8,2024
2024-08-07,Brani,12,11,31.3,0.039,6886,8,2024
2024-08-07,Pasir Panjang T1-2,30,30,32.0,0.079,19200,8,2024
2024-08-07,Pasir Panjang T3-4,30,30,26.6,0.027,15960,8,2024
2024-08-07,Tuas,38,34,29.6,0.034,20128,8,2024
2024-08-08,Tanjong Pagar,18,14,25.4,0.116,7111,8,2024
2024-08-08,Keppel,24,21,25.5,0.055,10710,8,2024
2024-08-08,Brani,12,12,35.8,0.074,8592,8,2024
2024-08-08,Pasir Panjang T1-2,30,26,26.5,0.094,13780,8,2024
2024-08-08,Pasir Panjang T3-4,30,30,31.6,0.062,18960,8,2024
2024-08-08,Tuas,38,34,23.7,0.061,16116,8,2024
2024-08-09,Tanjong Pagar,18,17,35.4,0.097,12036,8,2024
2024-08-09,Keppel,24,20,29.7,0.055,11880,8,2024
2024-08-09,Brani,12,11,29.7,0.116,6534,8,2024
2024-08-09,Pasir Panjang T1-2,30,27,30.0,0.105,16200,8,2024
2024-08-09,Pasir Panjang T3-4,30,30,27.7,0.048,16620,8,2024
2024-08-09,Tuas,38,34,23.1,0.046,15708,8,2024
2024-08-10,Tanjong Pagar,18,14,26.1,0.021,7308,8,2024
2024-08-10,Keppel,24,21,24.6,0.032,10332,8,2024
2024-08-10,Brani,12,8,27.5,0.074,4400,8,2024
2024-08-10,Pasir Panjang T1-2,30,28,27.7,0.081,15512,8,2024
2024-08-10,Pasir Panjang T3-4,30,26,33.2,0.103,17264,8,2024
2024-08-10,Tuas,38,36,28.7,0.101,20664,8,2024
2024-08-11,Tanjong Pagar,18,17,28.9,0.044,9826,8,2024
2024-08-11,Keppel,24,20,35.7,0.061,14280,8,2024
2024-08-11,Brani,12,10,33.7,0.061,6740,8,2024
2024-08-11,Pasir Panjang T1-2,30,28,28.3,0.07,15848,8,2024
2024-08-11,Pasir Panjang T3-4,30,29,28.1,0.036,16298,8,2024
2024-08-11,Tuas,38,38,25.3,0.07,19228,8,2024
2024-08-12,Tanjong Pagar,18,15,28.4,0.073,8520,8,2024
2024-08-12,Keppel,24,23,29.3,0.105,13478,8,2024
2024-08-12,Brani,12,10,33.4,0.03,6680,8,2024
2024-08-12,Pasir Panjang T1-2,30,26,28.1,0.092,14612,8,2024
2024-08-12,Pasir Panjang T3-4,30,30,23.7,0.031,14220,8,2024
2024-08-12,Tuas,38,36,35.3,0.055,25416,8,2024
2024-08-13,Tanjong Pagar,18,18,23.8,0.115,8568,8,2024
2024-08-13,Keppel,24,23,32.5,0.078,14950,8,2024
2024-08-13,Brani,12,12,24.6,0.113,5904,8,2024
2024-08-13,Pasir Panjang T1-2,30,29,35.9,0.042,20822,8,2024
2024-08-13,Pasir Panjang T3-4,30,30,31.9,0.058,19140,8,2024
2024-08-13,Tuas,38,37,35.2,0.041,26048,8,2024
2024-08-14,Tanjong Pagar,18,16,30.4,0.039,9728,8,2024
2024-08-14,Keppel,24,21,24.8,0.077,10416,8,2024
2024-08-14,Brani,12,8,29.0,0.111,4640,8,2024
2024-08-14,Pasir Panjang T1-2,30,28,32.0,0.113,17920,8,2024
2024-08-14,Pasir Panjang T3-4,30,28,27.8,0.025,15568,8,2024
2024-08-14,Tuas,38,34,32.1,0.11,21828,8,2024
2024-08-15,Tanjong Pagar,18,17,26.6,0.052,9044,8,2024
2024-08-15,Keppel,24,23,24.3,0.088,11178,8,2024
2024-08-15,Brani,12,9,26.5,0.095,4770,8,2024
2024-08-15,Pasir Panjang T1-2,30,28,35.7,0.056,19992,8,2024
2024-08-15,Pasir Panjang T3-4,30,27,30.8,0.086,16632,8,2024
2024-08-15,Tuas,38,34,30.7,0.062,20876,8,2024
2024-08-16,Tanjong Pagar,18,17,27.0,0.057,9180,8,2024
2024-08-16,Keppel,24,23,35.4,0.091,16283,8,2024
2024-08-16,Brani,12,8,27.8,0.1,4448,8,2024
2024-08-16,Pasir Panjang T1-2,30,26,34.6,0.039,17992,8,2024
2024-08-16,Pasir Panjang T3-4,30,28,27.0,0.065,15120,8,2024
2024-08-16,Tuas,38,38,28.5,0.066,21660,8,2024
2024-08-17,Tanjong Pagar,18,14,23.3,0.041,6524,8,2024
2024-08-17,Keppel,24,21,31.7,0.062,13313,8,2024
2024-08-17,Brani,12,9,33.5,0.05,6030,8,2024
2024-08-17,Pasir Panjang T1-2,30,26,30.0,0.032,15600,8,2024
2024-08-17,Pasir Panjang T3-4,30,29,27.0,0.077,15660,8,2024
2024-08-17,Tuas,38,35,26.9,0.067,18830,8,2024
2024-08-18,Tanjong Pagar,18,16,33.5,0.114,10720,8,2024
2024-08-18,Keppel,24,21,35.8,0.078,15036,8,2024
2024-08-18,Brani,12,10,23.9,0.022,4780,8,2024
2024-08-18,Pasir Panjang T1-2,30,29,29.6,0.111,17168,8,2024
2024-08-18,Pasir Panjang T3-4,30,28,27.5,0.083,15400,8,2024
2024-08-18,Tuas,38,34,32.4,0.056,22032,8,2024
2024-08-19,Tanjong Pagar,18,17,23.2,0.022,7888,8,2024
2024-08-19,Keppel,24,21,28.1,0.044,11802,8,2024
2024-08-19,Brani,12,8,25.3,0.048,4048,8,2024
2024-08-19,Pasir Panjang T1-2,30,28,29.5,0.107,16520,8,2024
2024-08-19,Pasir Panjang T3-4,30,28,34.6,0.026,19376,8,2024
2024-08-19,Tuas,38,38,27.4,0.051,20824,8,2024
2024-08-20,Tanjong Pagar,18,16,28.3,0.054,9056,8,2024
2024-08-20,Keppel,24,20,26.8,0.097,10720,8,2024
2024-08-20,Brani,12,11,33.5,0.021,7370,8,2024
2024-08-20,Pasir Panjang T1-2,30,28,30.4,0.08,17024,8,2024
2024-08-20,Pasir Panjang T3-4,30,28,33.7,0.116,18872,8,2024
2024-08-20,Tuas,38,38,32.3,0.11,24547,8,2024
2024-08-21,Tanjong Pagar,18,16,23.1,0.025,7392,8,2024
2024-08-21,Keppel,24,24,30.4,0.114,14591,8,2024
2024-08-21,Brani,12,12,32.3,0.07,7751,8,2024
2024-08-21,Pasir Panjang T1-2,30,26,29.1,0.114,15132,8,2024
2024-08-21,Pasir Panjang T3-4,30,27,34.4,0.051,18576,8,2024
2024-08-21,Tuas,38,34,25.1,0.073,17068,8,2024
2024-08-22,Tanjong Pagar,18,14,26.5,0.117,7420,8,2024
2024-08-22,Keppel,24,21,24.8,0.038,10416,8,2024
2024-08-22,Brani,12,9,24.7,0.07,4446,8,2024
2024-08-22,Pasir Panjang T1-2,30,30,30.1,0.035,18060,8,2024
2024-08-22,Pasir Panjang T3-4,30,29,35.3,0.054,20474,8,2024
2024-08-22,Tuas,38,37,30.2,0.099,22347,8,2024
2024-08-23,Tanjong Pagar,18,15,27.7,0.058,8310,8,2024
2024-08-23,Keppel,24,20,25.1,0.087,10040,8,2024
2024-08-23,Brani,12,8,29.4,0.065,4704,8,2024
2024-08-23,Pasir Panjang T1-2,30,29,27.3,0.057,15834,8,2024
2024-08-23,Pasir Panjang T3-4,30,27,31.7,0.09,17118,8,2024
2024-08-23,Tuas,38,37,30.9,0.077,22866,8,2024
2024-08-24,Tanjong Pagar,18,15,28.1,0.045,8430,8,2024
2024-08-24,Keppel,24,24,25.2,0.062,12096,8,2024
2024-08-24,Brani,12,11,24.5,0.097,5390,8,2024
2024-08-24,Pasir Panjang T1-2,30,28,25.3,0.029,14168,8,2024
2024-08-24,Pasir Panjang T3-4,30,30,32.6,0.036,19560,8,2024
2024-08-24,Tuas,38,36,26.4,0.088,19008,8,2024
2024-08-25,Tanjong Pagar,18,18,35.3,0.114,12708,8,2024
2024-08-25,Keppel,24,22,23.8,0.033,10472,8,2024
2024-08-25,Brani,12,8,28.8,0.045,4608,8,2024
2024-08-25,Pasir Panjang T1-2,30,27,26.8,0.091,14472,8,2024
2024-08-25,Pasir Panjang T3-4,30,30,31.4,0.107,18840,8,2024
2024-08-25,Tuas,38,35,23.2,0.101,16240,8,2024
2024-08-26,Tanjong Pagar,18,16,34.4,0.07,11008,8,2024
2024-08-26,Keppel,24,20,33.1,0.049,13240,8,2024
2024-08-26,Brani,12,8,32.9,0.055,5264,8,2024
2024-08-26,Pasir Panjang T1-2,30,28,27.3,0.038,15288,8,2024
2024-08-26,Pasir Panjang T3-4,30,30,33.3,0.118,19979,8,2024
2024-08-26,Tuas,38,35,23.0,0.036,16100,8,2024
